,text,target
1377,I think I need to get laid. Sad revolution I had earlier rofl  http://twurl.nl/ibz2wb,0
1378,Txt-Chat with Jake. Lmfao. Its Frikkin Awesome! I Miss This Effin Boy So Much.  Awww. Hoping You Guys Would Come Back Here Na! ) xxxx,0
1379,@ItsDawns Thank @rmilana don't like it  hehe but it's very easy and well I'm just a Danish Dude,0
1380,"@Craftysince1990 Lol, that's sweet! I bought tickets last year &amp;&amp; my PartnerInCrime flaked so I didn't end up going  but this, FOR SURE!",0
1381,@razzberrie wha so now its 4GB! yay! haha no more laggy computers! but my mba cannot upgrade ,0
1382,@defsound aawwwww i know what u mean. iv never been that girl with a sense of humor ,0
1383,@zaibatsu ME...I'm up.  ,0
1384,was super lucky to get a seat on the train. We pay ï¿½40 for this 25 min journey. ,0
1385,@Coyoteontherun Bet I-  Oh wait Mac?  No prolly not. ,0
1386,"My navel piercing tore a bit when I was forcing my dog into the bed of my truck.  MY FAULT, I know.    It looks to be healing.  Yay!",0
1387,"wow! i got sick out of nowhere  and now i cant think straight....and mtv hasnt posted the hills online, wtf!",0
1388,Just woke up. Apples gig was ace last night. Seriously tired now. Work begins in one hour... ,0
1389,"Today's episode of &quot;House&quot; (Episode, Simple Explanation) was so heartbreaking. ",0
1390,I'm frankly disappointed and offended that there is a blogger writing AGAINST FU Penguin ,0
1391,@tpaw wooo yeah! Sorry to hear you missed out on Origin tickets ,0
1392,Gooood mooorning world. I had a dream last night I fucked my knee again  Def need to kick start my strengthening ready for Bournemouth 7s!,0
1393,I need some selsun blue...pretty sure i have a small spot of haole rot ,0
1394,I think im coming down with something. ,0
1395,re newing my twitter ,0
1396,@lindseyviloria about that... I am gonna be in mexico ,0
1397,@sweetlyaroundme ps I woke up this morning and I cant access any websites!  or I havent cleaned my computer completely,0
1398,"Hates hearing his girl being ill, nothing I can do though ",0
1399,"@SteveDiamond I know they have trouble, but I never heard a thing. I had MANY recommendations from MrTweet. ",0
1400,@ScarlettDane no  mary &amp; i were going to go dress shopping tomorrow.,0
1401,@NoelClarke Good morning you. Stop ignoring me just cos i said i like *cough* Take That  Am very sad now..boo hoo!,0
1402,Feeling light headed and gross ,0
1403,thanks chaffie... thousand apologies. please fogive me 4 i have sinned. ,0
1404,"@ItsChelseaStaub Goodnight, Chels. And sorry about the major layout-delay.  &lt;3",0
1405,"@Coll_aka_Aubrey Oh, you were joking? Well now I'm crushed! I was totally gonna stand in the middle of a field and wave my arms! ",0
1406,Is waitin for th break down service as somethin fallen of my car. I've got my hot water bottle with me. Feel such a twat ,0
1407,@HolyJaw all in the middle if the night. I've committed myself to installing windows 7 with boot camp but I'm already having issues ,0
1408,"@RedGray Ah man- so sad, his cousin committed suicide yest and she was 8 months pregnant  - can you imagine... we been crying non stop... ",0
1409,damn its down. ,0
1410,Megan equals Murder. ,0
1411,poor Sandra Cantu. My heart goes out to her family and friends. Rest in Peace Little One! ,0
1412,morning all. v. groggy this morning.... ,0
1413,I feel soooo bad for my doglet!  She is not understanding why her mouth is so sore!  Poor little thing ,0
1414,Why oh why do I watch videos of people dying RIGHT BEFORE I'm going to sleep? ,0
1415,why luke worral doesnt have twitter? ,0
1416,@Dynoisthename haha you better watch those two. They might actually kill each other. ,0
1417,twitter is a lot less interesting since cute people suddenly stopped flirting with me ,0
1418,My stomach is feeling satisfied now......been starving for 2 hours. ,0
1419,is very disappointed. ,0
1420,"I nearly spoiled myself for House, did just a teeny bit, saw a name, but then it went away via link.  I won't be terribly surprised now.  ",0
1421,@marlonjenglish ,0
1422,@kittCAT8 ya i was basically screwed. just rewrote it  i will seriously go with you if you want! i dont know anyone else who wants to goo!,0
1423,@LRon_Jaii LMAOOO mornin baybeeee. Don't lie?! A peaceful journey?! My train is straight boring  not even a hooded teef in sight.,0
1424,I wish I had someone to talk to. I'm so upset.  no one likes me anyway,0
1425,@Willie_Day26 hommmmeeworrkkk  boooo hope you fellas had a good night,0
1426,@Japh I wish I'd known that there were more tickets earlier. Rang this arvo - one left but Amy would end up sitting alone. Sigh  Too Hard.,0
1427,"woke up to find this cold/flu/illness-type thing isn't going without a fight and, apparently, beats you up in your sleep. Sorry, keynote ",0
1428,"WHF?? T:SCC killed Derek Reese (Brian Austin Green), I actually liked that character! ",0
1429,equinux.com just crashed safari tks you! ,0
1430,&quot;fire of anatolia&quot; is fired... costumes are destroyed... it's so poor situation ,0
1431,"8:00am typical British morning. Cold, wet, road full of miserable angry drivers..... good times! I need a holiday ",0
1432,"really now, time for sleep.  dreaming of my city, more tattoos, and other great things.  waking up to early morning sociology ",0
1433,"Just bought Sour gummi worms, peach gummi O's, and cheeto puffs... AND a 44 ounce soda... I'm such a fat ass  Had a huge dinner too.",0
1434,"@Tubeyornot2B you and me both. I thought I found a tweetheart, but I guess not.  so the search continues.. :-\",0
1435,"@Pixie_Anna scroll back a few hours, you missed a whole lotta Jon ",0
1436,@CyFyre no   finished two years then had twinzzzzzzzzzzz,0
1437,Missed #24 and #the hills  now I have to catch up tomor.. But I have Real Housewives ugh I need to figure out my priorities,0
1438,"Oh, and it's officially my birthday. Happy 23rd birthday to me! *looks around* Yet no one is here to wish it to me  Erik's in bed.",0
1439,Needs the motivation to get dressed and go to work I hate training ,0
1440,Didn't make it by here today.   They are saying we will have snow tomorrow. WTF?  It is Tennessee.  It doesn't even snow here in winter.,0
1441,I just had two people stop following me ,0
1442,Tried to fix hubby's computer. It didn't come with disks and now windows key won't work.  might have to buy it (like we can afford that),0
1443,@V3events  no way!?  Ur at a game right now!? ,0
1444,It seems that Twitter lost some updates yesterday - again!!  #twitter #fail,0
1445,my paronychia hurts ,0
1446,http://twitpic.com/2y4vn - remember these days? neither do i. siiiiike. i miss my old body  someday soon u shall be miiiiine.,0
1447,back @ work. Had a bad start of day almost falling down the stairs  Not enjoying work yet...,0
1448,i &lt;3 CIGS..RIP ,0
1449,"i'm up, so much paperwork to do today. `n i'm kinda getting sick  not fun",0
1450,Just did 5km on the tready and want to die... I'm not built for running... ,0
1451,@un1xnut if only I didn't work an evening/night job ,0
1452,Need's help with this anxiety crap ,0
1453,@CHASEBOOGIE lol dont ask i was being nice given a ride shit started bar b cueing on the freeway  lmao i been had mine ready,0
1454,"@azraeel Got home after 10 in the end, back in for a 9am start aswell ",0
1455,throat is so raw she cannot sleep....  ,0
1456,// :T I just asked my friend what piglet was (winnie the pooh.) ....seriously guys what is it ,0
1457,i burnt my tongue on miso soup today ,0
1458,had the worst dream abt some turd face ex.. ugh. it was awful. ,0
1459,Longing to own a sewing machine! My Birthday is too far away! ,0
1460,I havent slept a wink... Severe Insomnia... Arghhhh... Why!!! ,0
1461,@TerryFree Lol byeee time to go ,0
1462,"@Skunkie Sorry, I guess sarcasm is hard to show in 130 characters.  ",0
1463,"just microwaved a kashi chicken and spinach thing, and put in the Milk dvd. anyone seen it? i bet it's good. i still havent seen slumdog ",0
1464,Just got up i have to watch my lil' bro's ... Mom is at work ,0
1465,oh god one of the teachers here gave me a rotten gogoma to eat.. and i'm so hungry i'm trying to eat around the bad parts  HAHAHAHA,0
1466,Still a got headache  . Getting ready for work,0
1467,"has to flip his lifestyle around, goodbye to sleeping in  and hello work at 6am!",0
1468,@EvilUnicorn will do  &lt;3,0
1469,"@honeyortar the hinge broke  it works, just doesn't open smoothly and it's pissing me off. I dunno I'll see if it can be fixed first.",0
1470,Damn it. I hate this stage of the breakup process. I miss the boy.  We had just fallen in love. DAMN IT. WHY???!!!  Poop.,0
1471,@rachaelyamagata You were amazing Rach! Thank you for the music! I waited outside but you never showed up!  There's always the next album!,0
1472,@Nightwyrm no not yet ,0
1473,i ate so many cookies that I think I'm hallucinating... ,0
1474,i don't wanna go to work i wanna go to bed! ,0
1475,So much for th paper.  i just woke up from my nap ,0
1476,@rampantheart can do everything except add a twitter field in the comment.. ,0
1477,"I found my MADDEN '08!  in '09  ...oh well, I say Old is New Again!",0
1478,is missing his favourite friend ,0
1479,@BrandzHD TAKIN A BREAK FROM THE CLUBS PLEASE DONT TELL ME WHERE U AT ,0
1480,"I don't want to talk to advisors, they don't advise, the judge your arse off ",0
1481,down to 2 packs of moroccan mint tea...and a whole truckloads of kenyan tea. ,0
1482,@idolette @marissatastic - I'm so sad about the House episode tonight  but bigger &amp; better things (damn that Taub LOL),0
1483,@choclatdrop404 he's not paying me any attn ,0
1484,@shalinique For saying 2 may change up ur twitter game I like u just the way u r on here ,0
1485,@Gen_Marie  I hope we can fix you in California at least.....,0
1486,@oishiieats ,0
1487,I'm Not There is on HBO in 30 minutes! Got excited then remembered I should get some sleep tonight. And why is it not on again soon? Sad ,0
1488,Too tired to leave bed. ,0
1489,@adreamforsteph ok House was sad. ,0
1490,"ooh...hungry... before anything creeps out of the kitchen with legs...and/or arms...*attacks fridge* ah, cold chicken how exciting ",0
1491,@junebugg15  I had to super glue my shoe!! Lol,0
1492,owwwwww!!!  What a doozy of a headache.  2 tablets later and it has only taken  off a slight edge ,0
1493,Only two more days until holidays! All my friends are in public schools so we can't hang out on Thursday  THEN DISNEYLAND OMG.,0
1494,Finds her mom rly annoying. I need to detox and do an H2O day. My skin is shitting. ,0
1495,I'm off to bed... way to late... will likely be a sac a shit at work tomorrow.  ,0
1496,"@ylizabeth because you died, and i never see you. ",0
1497,@kcarruthers I'm only 540 years old in pixie years. ,0
1498,body clock still up the chuffer..note never ever stay up late again -also afro is back ,0
1499,stupid thing wont let me get into my old twitter page so i had to make a new one ,0
1500,I am soooo tired @ work ,0
1501,Txt-Chat with Jake. Lmfao. Its Frikkin Awesome! I Miss This Effin Boy So Much.  Awww. Hoping You Would Come Back Here Na! ) xxxx,0
1502,@kristinfinley ur phone and its breaking disease has spread to my phone it doesnt ring any more  just flashes agh only one moth till a ...,0
1503,won't be doing the Frank Morgan race ,0
1504,@CHRISDJMOYLES I'm not excited as I live in Wales ,0
1505,"blahhh, my throat is sore &amp; i keep coughing. i hate being sick ",0
1506,"I'm sitting up, unable to sleep ",0
1507,"Motivated to sleep, but I'm feeling quite icky. ",0
1508,"Oh dear, all the pups died 1 by 1 last night, perhaps it was because Princess rejected them ",0
1509,I am going to be 30 in a month...  Ugh ,0
1510,3 in the morning and I can't sleep. ,0
1511,"@scarletjac thanks, I know that video is harrowing, especially the last 2 minutes  I must admit I cried",0
1512,"Just wrote a 2 pg paper n 30 min, studied n now off 2 bed. Gotta wake up n 3 hours. OH JOY!  Nite all!",0
1513,beginning to enjoy lazy town - oh dear ,0
1514,or should i say my brain needs to optimise my neural search pathways to find my muscles again ,0
1515,I cried when I heard the girl from Tracy was found today. It was soooo sad   May god bless Sandra Cantu.,0
1516,@gmg2001 lol omg don't tempt me! I just started p90 2 hours ago. I need to at least be good for a day! shoulda asked me yesterday ,0
1517,Had a moment with run fatboy run ,0
1518,"haven't even had time to twitt theese last few days, insane! ",0
1519,"@Wyldceltic1 oh man, it was the most sad ever. ",0
1520,Twitter woke me up ,0
1521,@SpazMoraz get up lady! See you in work ... Boohoo ,0
1522,Something got into my eye...now its itchy. aw. ,0
1523,@mrskutcher I was just thinking that today - how deprssing it all is!  Makes us appreciate life more.,0
1524,@keelybin Ermmm not really. It's hearing the dreaded alarm clock ,0
1525,@cannibaleyes I as bowling and the shit ripped ,0
1526,"@EIsie Mate that's rubbish  10pt hug. Tom covered in spots and obviously not happy, but Doc says it's nothing 'bad'. Tell that to Tom...",0
1527,@Warlach Curse ye!! Have fun at it. I miss doing online PR for Paramount Pics ,0
1528,"ugh, just read on #CNN that they found the Cantu girl's body in a pond near their home. How terrible for her family ",0
1529,Can't sleep. It's 2:05am--Ugh!!! I'm not even sleepy ,0
1530,"How sad, I did not know Andy Hallet died  http://tinyurl.com/dhq7xv",0
1531,... or so I thought....  ,0
1532,"@markress understand that, we are all busy. I can only tweet after work. ",0
1533,@samsungimaging better get your auto feature ironed out. that blast of advertisements was nothing less than industrial strength spam! ,0
1534,"@TexasVegetarian Oh, God, ow.  That must have hurt like a bitch.  ",0
1535,"Up and showered, now to get dressed for the late shift lollypop ",0
1536,@GillianMe Yeah he was ,0
1537,"really now, time for sleep. dreaming of my city, more tattoos, and other great things. waking up to early morning sociology ",0
1538,@dougiemcfly hey saw u guys play @ pushover..didn't get 2 meet u tho cuz of th HUGE line  i was very upset lol..a msg would make up 4 it!,0
1539,Good morning... I wish the weather was as good as in Germany today ,0
1540,I wish we had a Dunkin Donuts in Holland  Today my moms back from Japan. Can't wait to see her!,0
1541,Sooooooo busy right now. Have a lot of custom orders to catch up on! Haven't blogged since the 31st.  There aren't enough hrs in a day! ;),0
1542,right got a stinking headache but I need to run I'm not a happy bunny ,0
1543,"sorry, I should say that this vid hits you hard, please beware the last 2 minutes especially  http://www.youtube.com/watch?v=EUJSME0TORw",0
1544,Wondering why gamebattles is down  http://bit.ly/qZuUY,0
1545,Too much traffic on the A2  Can't wait till all 10 lanes are ready ... 2010?,0
1546,slept for 11 hours.. had been awake since 5.30am yesterday..  and still i was late for the exam  gotta wake up at 5 tomoro onwards ,0
1547,Almost finished with new moon.... If I didn't have to work tomorrow I would totally finish it tonight! Geez... ,0
1548,Ok wonder why twitpix isn't an option for this new phone I got?! I can't win! I'll leave the photos to my cuz I guess... ,0
1549,they usually make me Zzzz... but not today ,0
1550,My Macbook just froze. Luckily I was able to take a screen shot of my paper and retyped the end of it. I submitted my paper 1 min. late. ,0
1551,"@rougeforever I've just been faffing  Actually, reading; which is work but doesn't feel productive.",0
1552,@thecampingforum if the forcasters are to be believed we'll be lucky of it lasts till this afternoon ,0
1553,@babybazooka i do too...but it's hard ,0
1554,"@CherylTheLibr_n Thanks for the Rebuilders/Rebuilding tip.  She's trying to help her mom thru a divorce, and herself thru a breakup.  ",0
1555,Left head phone has died this morning. 1 head phone to keep me company on my journey ,0
1556,@meganh93 same it has been drizzling all day  if u are going to rain might as well pour.,0
1557,i cant sleep ugghhh ,0
1558,just got to work and am so ravenous have eaten my gipton steak &amp; branston sarnies. Now I'll have to buy something for lunch!!   doh!,0
1559,"New iphone, yay! Not restoring backup, no!  Stupid apple.",0
1560,"A few catering gigs, very cool, getting ready for the normal week.  Working on Easter.  ",0
1561,i cant sleep ,0
1562,"@hamporter I always walk by the annex hoping to see you, but instead I get the Nguyen family ",0
1563,Know exactly how you feel man  re: http://ff.im/1XTN7,0
1564,im yellinq at ma mummyy  !! lol .. she is ANGRY AT MEE  !! ,0
1565,"I really don't want to go back to Chicago. I liked not hearing about bad politicians or Oprah, I hate Oprah.  Only 4 days left in the UK ",0
1566,@CandiceNicolePR I haven't heard from you in while ,0
1567,Still doing homework. ,0
1568,@ShannaMoakler I'm afraid to fly too. I straight up REFUSE to get on a plane. It sucks because it REALLY limits where you can go ,0
1569,Tony has changed so much. Why did he have to change? ,0
1570,"Feeling a bit better today, at least I can walk. I have NO idea what happened yesterday. On my way to school now... Ugh... ",0
1571,Just about to leave for another exciting day at work ,0
1572,"@christieeee Aww, I'm so sorry dearyy ",0
1573,Fuck la circulation ce mat1 ,0
1574,"Can't belive it.. We're home!! So sleepy 4 hrs today..  in Round Rock, TX http://loopt.us/GEtn1w",0
1575,I'm at disneyland again Ahaha! And i'm sad the pineapple stand is closed... I have 3 dollars ,0
1576,"Ok... so 2 hours into the self imposed shopping ban, and i am already aching for a shoe fix...this is going to be harder than i thought ",0
1577,My whip cream is melting ,0
1578,I was woken up by my mom. now i cant get to sleep. ,0
1579,"Lonely bed, no husband. ",0
1580,"Why is it that I have 46 followers, none of whom acknowledge me? ",0
1581,Stupid m&amp;ms make my stomach hurt ,0
1582,Best monday ever. Missed gossip girl.  Oh well. Spent time with BFF today! Wonderful Night! xoxo,0
1583,@pilvlp My luck I'd probably get stopped by a cop or something stupid!  ,0
1584,Sitting at home and im very bored   keep hearing really weird noises downstairs. Kinda creepy,0
1585,Let us know how he's doing ok? ,0
1586,"@Kailuh Dis guy was talking about his brother's cock, and thats all I feel like talking about   EWWW  You can figure out the rest.",0
1587,my birthday today. feel so old ,0
1588,@Amelia_Torode Have fun shopping ... but bear in mind the horrible forex truth  http://bit.ly/kHBN  ,0
1589,ok my TWEET PEEP i must head to bed now...Got to take a test in Law tomorrow  ...is it summer yet?  anyway much love and HUGGERS,0
1590,working on my lab report that's due 2359hr tonight. ,0
1591,I am awake now because of twitters! I was just dozing off. . . ,0
1592,"@jillglavan soooo disappointed your T.I. party is when I leave for Vegas. I was so jacked up when you first talked about it, now nothing ",0
1593,"@runawaystarling unfort, msn is a douche and a half to me ",0
1594,i have to butting poop again ,0
1595,@oinker_aida i agree! ,0
1596,all these crazy pollen trees in Washington state are making my sinuses go crazy ,0
1597,Stupid 3 year project! feels like you've conquered something then you realised it's only 1 year down ,0
1598,@jdpeterson  hope you feel better. why cali?,0
1599,I need to go out but I am so lazy. ,0
1600,@laurenlenewx awww i'm sorry ,0
1601,Woo for three pages down and seven to go...why in heck do I procrastinate!  Goal #1 for Grad School DO NOT WAIT!!!!!,0
1602,"morning all. So tired today, should've stayed in bed ",0
1603,off to town. forgot to charge my phone so don't think it will last all day ,0
1604,why must I be awake at this untimely hour ,0
1605,"i dont want to go to school tomorrow for an exam, after having one and a half weeks off ",0
1606,"@Kal_Penn The thing that sucks the most is that you were the one I was most excited for, even before I knew who the final team would be. ",0
1607,I can't sleep.  It's too windy and scary out.,0
1608,@darylsws kids are on holidays ,0
1609,summer camp or summer school?? Both are boarding lol. ,0
1610,after 2am and i'm still sniffling and sneezing. can't sleep. morning is going to come way too early ,0
1611,these guys who is Bill Gates's associates makes me feel like I know nothing!!! I don't even know my name now ,0
1612,"Oh no!!!!!!!!!!!!! @AzPPA just sent email for State convention...May 17-18 &amp; there was Papyrus all over it. Sad, b/c I wanted to attend! ",0
1613,@pelf81 but work is demanding for so much more ,0
1614,watching greek. cant believe its the last day ill see you guys.  june 20.... ahh.,0
1615,Is back at the cabbins  Ew!,0
1616,terrified by the news from Italy  http://tinyurl.com/dhdpne,0
1617,@lili_marlene Ohh that sux ,0
1618,@brainiacmathew i know!  and im on spring break,0
1619,is extremely hungry ,0
1620,It's going to be a loooooooooooooooooooooooooooooooonnnnnnngggggggg night at work ,0
1621,@Jennchambless me neither and nobody is awake... NOBODY. I'm drunk and alone ,0
1622,"@dark_butterfly Not just you. I thought he looked paler, too  Probably from drama filming. Jun looks healthier than ever, though.",0
1623,.. sad to hear about the discovery of the little girl from Tracy. Her poor family ,0
1624,just what am I supposed to think? ,0
1625,Why do I keep working for places that DON'T do the Cycle2Work scheme. 15% disc at Halfauds is good enough. ,0
1626,"In office, doing irritating work for the worst client i've ever had. You cant choose your project if ur an employee.  ",0
1627,at wye river.. It's really cold! This internet is really expensive ,0
1628,Jammed my finger and it hurts really badly. ,0
1629,DAMN- my PC has COMPLETELY given out  this sucks ...,0
1630,I just let my EverQuest 2 subscription lapse. Just don't play it anymore. Don't have the time ,0
1631,"had a flu shot at work, now my arm hurts ",0
1632,@heidimontag I love the hills but I missed the show tonight ,0
1633,@JesMayhemWA Still trying to sell the prelude? ,0
1634,"@katsun At this point, I'm trying to remain optimistic that it won't be as delayed as Live365 but it's getting harder each day ",0
1635,Twitter is down? ,0
1636,@Kal_Penn OMG I am so mad! You were my favorite character  I'll miss 'you',0
1637,Wishes David Cook was coming to phoenix  trying to figure out a way to get to San diego on June 18th to see him.... I'm obsessed,0
1638,ill make fresh start.. i promise...    xtra sad puppy face...,0
1639,"A beautiful morning - the sun is shining, the birds are singing, I've just been playing Mousetrap with the kids... damn, now work ",0
1640,"@AHolmes_NJ I was able to DownThemAll! before TA was able to delete my account. Didn't lose any photos, but I lost almost all comments ",0
1641,@thisisguan ,0
1642,"Tuesday is a raining day, again ",0
1643,Has a huge headache but gotta go to work ,0
1644,"@ACTinglikeamama Oh, you have a recipe for gyros? I developed an addiction in Germany, and haven't been able to find any I like in Aus. ",0
1645,Still feel feckin arseholed...a sign of old age me thinks ,0
1646,"@SukottoXD I saw ice in the rain today. Not quite snow, but frozen water, nonetheless. ",0
1647,@charp I was being all nerdy &amp; thinking they could help me with my Metropolitan Area Network ,0
1648,tired but cant sleep............. ,0
1649,@JBeauty lol   GOODNIGHT,0
1650,I'm laying in bed facing the wall and trying to relax but I'm hearing so many things plus the air conditioning sound is so louad ,0
1651,Someone needs to give this baby a home!!! I would but it's a bit too soon  http://tinyurl.com/dzbppd,0
1652,In bed. Finally!  Long day tomorrow ,0
1653,Cant sleep. Ugh. If this is going to be a trend i.ll need to find something to do with my wakeful night hours. Read? Learn a language? ,0
1654,Airlie is  sick   and now Mason is sick Too. He is going to miss his school disco ,0
1655,Our trip has been canceled. See the latest blog post for info  http://kiwinova.blogspot.com/,0
1656,Just saw 1 little and 1 huge stingray in foot-deep water off catseye beach at low tide. No turtles yet.  ,0
1657,Have to update my picture cos I look old and fat.  Oh I am old and fat  playing badminton is not working on weight ,0
1658,Just saw some snow flakes ,0
1659,"lol, honeybaby, i sound like a ny-quil commercial. that word only looks right with a green background. i want to sleep but i can't ",0
1660,"Feeling soree, bad idea to go running when your sick ",0
1661,T___T need more sleep but my body wont let me  so i will draw instead  &lt;3,0
1662,"@30SECONDSTOMARS: Thank's for your prayers, these days are very difficults ",0
1663,@vanidosa27 What's wrong? why do you need an inhaler? I didn't even know you were sick  Hope you start feeling better,0
1664,"@eri74 Goodmorning!  hahaha, let me guess .... CB? hahaha me not ",0
1665,"Doesn't know why, but is feeling very down. And a trip to the gym didn't help ",0
1666,Computer/internet is hating me tonight... I swear. And I can't find my USB cord for my sidekick ,0
1667,Taking Angus for a check-up today. I always quietly dread it but this time he's poorly so I know the lung function tests will be crap. ,0
1668,@grahamcracker  If only you were working in the Melbourne Victoria Police Department or the Melbourne City Cabs. ,0
1669,doing homework...  ,0
1670,has realized that twitter is getting more attention from her mama then she is....hahaha  LAME!,0
1671,"@m0nkfish Eww. Hershys kisses are ok, but not amazing ",0
1672,whoa im super hungry  Life cereal w/granola &amp; raspberries is calling my name,0
1673,wants to go to easterfest ,0
1674,Really let down by gossip girl...it's all I have to make my Mondays good and all they give are reruns... ,0
1675,am trying to fit all my stuff in a tiny bag so i can take it on as hand luggage. dont think its gonna work ,0
1676,"@sunky being a grown up is horrid, isn't it ",0
1677,@SEAF2009 I am strongly considering improvising. I missed last year I was so sick. ,0
1678,@innocentdrinks COKE!? 20% minority stake? Really? Not April Fool? Can you give it back? So depressing. You were a favourite brand. Sad ,0
1679,has just said goodbye to her hubby who is off globe trotting away ,0
1680,@ChauV I has so many things to do ,0
1681,@bkGirlFriday dude it snowed here today...cant imagine the weather in hawaii right now ,0
1682,"updating my myspace profile, i need more followers coz its a bit sad only to have one ",0
1683,"when you read my updates, blogspot, bulletin on myspace, etc. You could just figure it out on your own. I don't care ",0
1684,@thelmarockz thelma I can't see shiz I see blank and me and u comments ,0
1685,"Back at :work, have to go to ::Zeist in a minute. But want to stay here to do some work ",0
1686,I thought you could buy Silent Hill for the PSP on the PS Store? I can't find it anywhere? ,0
1687,Doing my taxes. Not in the best mood because of this ,0
1688,I am not a fan of sleeping alone  baby boo,0
1689,"I NEVER THOUGHT THAT I COULD  HATE SOMBODY, BUT I REALLY HATE YOU ï¿½TOBE D....ï¿½, I ONLY GAVE YOU ALL OF MY LOVE AND YOU  PAY ME SO BAD! ",0
1690,@tommcfly hey saw u guys play @ pushover..didn't get 2 meet u tho cuz of th HUGE line  i was very upset ='( lol..a msg would make up 4 it!,0
1691,Going to sleep now. Johnny just died on the OC. ,0
1692,again with the fucked sleep... ive decided to go do homework instead ,0
1693,@OscarTG Morning. No sun here unfortunately ,0
1694,I need a holiday  only one day off this year.,0
1695,@stephenkruiser sorry to hear about your dog. ,0
1696,@trash_kitten  solution will be found!,0
1697,Got to do Spanish revision today ,0
1698,has a cold from playing outside yesterday ,0
1699,why does stik-o have to be chocolate?! ,0
1700,I need SIMS 3. Gaah! ,0
1701,is listening to an awesome song but i dnt no the name but i wanna upload it on limewire!!!!! ,0
1702,@Linda_James Im not a morning person! Never have been  prefer the night!,0
1703,"@smaffulli correction: they don't tell you, but a cert. is there. How you can use it is a different matter, and without Win yet another! ",0
1704,"@ktml I think its iTunes fault I cant download it on my Mac now &quot;store busy&quot;   if you got it, anything awesome in the camerakit update?",0
1705,@KateriH How was the TJ dinner tonight? My freezer melted down. ,0
1706,@martiy ouchies.    have a good day .......and goodnight @SuperTim.,0
1707,@geoffmartinez youre going to be in mexico on easter?  why?,0
1708,Early Twitter Buzz: Star Trek Has Secret Premiere in Austin - http://is.gd/r9vr Holy crap! Wish I was there... ,0
1709,i think i'm getting sick.  ,0
1710,happy birthday jaime. loveyou&lt;3.     ...officially screwed right now. midterm. quiz. 2 projects. and 300 page book. shoot me. please. ,0
1711,revising my essay and talking to my hubby on aim ,0
1712,"@LizDinkel lol, I figured as much...but you never know. We don't talk anymore, maybe you became easily offended... ",0
1713,"traffic not as bad as normal, so super early for meeting ",0
1714,yo that was hella weird my twitter got deleted ,0
1715,They don't get hyphy on the east coast  ...even to E40,0
1716,"Perfectly ripe and fresh banana goes in the bag.. Arrive at office, it looks like it has been hit by a freight train. Poor banana ",0
1717,home. mc. bored. missing him. who? him  sigh. im bored. tadi exam &amp; was okay. thursday lagi exam. gaaaaaaaaaaaaaahhh!,0
1718,rufus rufus rufus! Bloody Brillaint!!!! Shame my mum is such a miserable crab or i could liten to him while i work ,0
1719,me and @maddeh are so in sync that both of our stummics hurt right now ,0
1720,studying commerce  how am i suppose to remember so much????,0
1721,....it's just fever... ,0
1722,cuz like troybolton is the hottiemcsuperbob. omfgz. my nail buds  - cries -,0
1723,"Arghh! My hands are itchy!! Could it be that on top of my 'alergy' to beef, I also cannot eat chicken no more?? ",0
1724,I cant sleep. Missing the person I love most for the past 7yrs of my life. If only... ,0
1725,Time to get me ass in gear and start the day ,0
1726,Should really go to sleep so i can get up early tomorrow (well today now) ,0
1727,Fairly certain I have the flu. ,0
1728,I'm going to put myself out of this misery and go to freakin bed.  Ugh ,0
1729,is again in the math lab ,0
1730,i don't wanna leave CO! 4:15 am is coming too soon!! ,0
1731,"@brightillusions  only one to fill that position. They've just tightened our borders or something  Which sucks, I want you to move here!",0
1732,"Where the magic happens every month LOL Sophia did a terrific job, as usual! What am I gonna have for dinner?  http://twitpic.com/2y5bz",0
1733,@jmielcarz send some of that warmness my way.... it's cold ,0
1734,Power to levitate?.... still negative. ,0
1735,Trying really hard not to get sick from all of the stuff I just took to get rid of my cough. ,0
1736,back from the casino a big fat loser! ,0
1737,Even a four day week seems too long  I want to stay in bed!,0
1738,@theajp Glad you enjoyed it mate. Any more gigs lined up in the near future? None on the horizon for me at the mo ,0
1739,isnt feelin 100% 2day ,0
1740,going to watch julian play bball. i want phoebe ,0
1741,@DuncanMacrae hmmm well good luck with that.....  ,0
1742,just got a denied letter from bazaar bizarre. sad. i was looking forward to a road trip to be a vendor there ,0
1743,Now even more annoyed with Bones. I would have preferred the gratuitous grossness. Poor Angela ,0
1744,"@OnlineMigration me too!, although im still going  hehe",0
1745,I am layin in bed @ 3am cos my tummy is beatboxn so bd so I hd 2 wake up. can't eat. Unburnable calories nt gd for my &quot;abs&quot; I am hungry! ,0
1746,Bed... Work in am ,0
1747,No rain please ,0
1748,@gabysslave thanks - you too! I have an essay to write ,0
1749,"Fuck! Len Wein's house caught fire earlier today. The family is safe, but they lost their dog. ",0
1750,thinks factorial designs are going to be the death of my test &quot;A&quot;.  Who comes up with this confusing &quot;mathy&quot; stuff?  Ugh ,0
1751,@schnicklefritz OMG! I have the same problem! I lent it to someone and they never gave it back!!! ,0
1752,"@friendlypharm  too bad it's true, for the most part ",0
1753,@THEcamacho danm I wanted to hear that studying sucks ,0
1754,YAY hannah montanas on disney channel fun ......NOT ,0
1755,all the photos i try to upload are too big ,0
